"Datum & Zeit","Abfluss (m³/s)","Pegel (müM)"
"2025-08-21T16:20:00.000Z","8.402","1756.617"
"2025-08-21T16:25:00.000Z","8.463","1756.619"
"2025-08-21T16:30:00.000Z","8.463","1756.619"
"2025-08-21T16:35:00.000Z","8.463","1756.619"
"2025-08-21T16:40:00.000Z","8.463","1756.619"
"2025-08-21T16:45:00.000Z","8.463","1756.619"
"2025-08-21T16:50:00.000Z","8.494","1756.62"
"2025-08-21T16:55:00.000Z","8.557","1756.622"
"2025-08-21T17:00:00.000Z","8.433","1756.618"
"2025-08-21T17:05:00.000Z","8.494","1756.62"
"2025-08-21T17:10:00.000Z","8.65","1756.625"
"2025-08-21T17:15:00.000Z","8.433","1756.618"
"2025-08-21T17:20:00.000Z","8.557","1756.622"
"2025-08-21T17:25:00.000Z","8.494","1756.62"
"2025-08-21T17:30:00.000Z","8.494","1756.62"
"2025-08-21T17:35:00.000Z","8.525","1756.621"
"2025-08-21T17:40:00.000Z","8.433","1756.618"
"2025-08-21T17:45:00.000Z","8.463","1756.619"
"2025-08-21T17:50:00.000Z","8.494","1756.62"
"2025-08-21T17:55:00.000Z","8.372","1756.616"
"2025-08-21T18:00:00.000Z","8.372","1756.616"
"2025-08-21T18:05:00.000Z","8.28","1756.613"
"2025-08-21T18:10:00.000Z","8.372","1756.616"
"2025-08-21T18:15:00.000Z","8.341","1756.615"
"2025-08-21T18:20:00.000Z","8.372","1756.616"
"2025-08-21T18:25:00.000Z","8.31","1756.614"
"2025-08-21T18:30:00.000Z","8.341","1756.615"
"2025-08-21T18:35:00.000Z","8.31","1756.614"
"2025-08-21T18:40:00.000Z","8.341","1756.615"
"2025-08-21T18:45:00.000Z","8.372","1756.616"
"2025-08-21T18:50:00.000Z","8.341","1756.615"
"2025-08-21T18:55:00.000Z","8.341","1756.615"
"2025-08-21T19:00:00.000Z","8.31","1756.614"
"2025-08-21T19:05:00.000Z","8.31","1756.614"
"2025-08-21T19:10:00.000Z","8.28","1756.613"
"2025-08-21T19:15:00.000Z","8.341","1756.615"
"2025-08-21T19:20:00.000Z","8.31","1756.614"
"2025-08-21T19:25:00.000Z","8.28","1756.613"
"2025-08-21T19:30:00.000Z","8.219","1756.611"
"2025-08-21T19:35:00.000Z","8.008","1756.604"
"2025-08-21T19:40:00.000Z","8.008","1756.604"
"2025-08-21T19:45:00.000Z","8.008","1756.604"
"2025-08-21T19:50:00.000Z","8.098","1756.607"
"2025-08-21T19:55:00.000Z","8.128","1756.608"
"2025-08-21T20:00:00.000Z","8.098","1756.607"
"2025-08-21T20:05:00.000Z","8.038","1756.605"
"2025-08-21T20:10:00.000Z","8.038","1756.605"
"2025-08-21T20:15:00.000Z","8.038","1756.605"
"2025-08-21T20:20:00.000Z","7.888","1756.6"
"2025-08-21T20:25:00.000Z","7.888","1756.6"
"2025-08-21T20:30:00.000Z","7.888","1756.6"
"2025-08-21T20:35:00.000Z","7.421","1756.584"
"2025-08-21T20:40:00.000Z","7.024","1756.57"
"2025-08-21T20:45:00.000Z","6.914","1756.566"
"2025-08-21T20:50:00.000Z","7.681","1756.593"
"2025-08-21T20:55:00.000Z","8.158","1756.609"
"2025-08-21T21:00:00.000Z","8.158","1756.609"
"2025-08-21T21:05:00.000Z","8.158","1756.609"
"2025-08-21T21:10:00.000Z","8.219","1756.611"
"2025-08-21T21:15:00.000Z","8.158","1756.609"
"2025-08-21T21:20:00.000Z","8.098","1756.607"
"2025-08-21T21:25:00.000Z","8.219","1756.611"
"2025-08-21T21:30:00.000Z","8.188","1756.61"
"2025-08-21T21:35:00.000Z","8.128","1756.608"
"2025-08-21T21:40:00.000Z","8.249","1756.612"
"2025-08-21T21:45:00.000Z","8.158","1756.609"
"2025-08-21T21:50:00.000Z","8.158","1756.609"
"2025-08-21T21:55:00.000Z","8.219","1756.611"
"2025-08-21T22:00:00.000Z","8.372","1756.616"
"2025-08-21T22:05:00.000Z","8.494","1756.62"
"2025-08-21T22:10:00.000Z","8.557","1756.622"
"2025-08-21T22:15:00.000Z","8.433","1756.618"
"2025-08-21T22:20:00.000Z","8.463","1756.619"
"2025-08-21T22:25:00.000Z","8.433","1756.618"
"2025-08-21T22:30:00.000Z","8.372","1756.616"
"2025-08-21T22:35:00.000Z","8.402","1756.617"
"2025-08-21T22:40:00.000Z","8.372","1756.616"
"2025-08-21T22:45:00.000Z","8.341","1756.615"
"2025-08-21T22:50:00.000Z","8.463","1756.619"
"2025-08-21T22:55:00.000Z","8.463","1756.619"
"2025-08-21T23:00:00.000Z","8.341","1756.615"
"2025-08-21T23:05:00.000Z","8.341","1756.615"
"2025-08-21T23:10:00.000Z","8.402","1756.617"
"2025-08-21T23:15:00.000Z","8.341","1756.615"
"2025-08-21T23:20:00.000Z","8.341","1756.615"
"2025-08-21T23:25:00.000Z","8.31","1756.614"
"2025-08-21T23:30:00.000Z","8.402","1756.617"
"2025-08-21T23:35:00.000Z","8.433","1756.618"
"2025-08-21T23:40:00.000Z","8.433","1756.618"
"2025-08-21T23:45:00.000Z","8.463","1756.619"
"2025-08-21T23:50:00.000Z","8.433","1756.618"
"2025-08-21T23:55:00.000Z","8.402","1756.617"
"2025-08-22T00:00:00.000Z","8.402","1756.617"
"2025-08-22T00:05:00.000Z","8.372","1756.616"
"2025-08-22T00:10:00.000Z","8.402","1756.617"
"2025-08-22T00:15:00.000Z","8.402","1756.617"
"2025-08-22T00:20:00.000Z","8.557","1756.622"
"2025-08-22T00:25:00.000Z","8.463","1756.619"
"2025-08-22T00:30:00.000Z","8.433","1756.618"
"2025-08-22T00:35:00.000Z","8.463","1756.619"
"2025-08-22T00:40:00.000Z","8.433","1756.618"
"2025-08-22T00:45:00.000Z","8.433","1756.618"
"2025-08-22T00:50:00.000Z","8.433","1756.618"
"2025-08-22T00:55:00.000Z","8.402","1756.617"
"2025-08-22T01:00:00.000Z","8.463","1756.619"
"2025-08-22T01:05:00.000Z","8.341","1756.615"
"2025-08-22T01:10:00.000Z","8.463","1756.619"
"2025-08-22T01:15:00.000Z","8.433","1756.618"
"2025-08-22T01:20:00.000Z","8.463","1756.619"
"2025-08-22T01:25:00.000Z","8.525","1756.621"
"2025-08-22T01:30:00.000Z","8.402","1756.617"
"2025-08-22T01:35:00.000Z","8.372","1756.616"
"2025-08-22T01:40:00.000Z","8.402","1756.617"
"2025-08-22T01:45:00.000Z","8.433","1756.618"
"2025-08-22T01:50:00.000Z","8.372","1756.616"
"2025-08-22T01:55:00.000Z","8.402","1756.617"
"2025-08-22T02:00:00.000Z","8.31","1756.614"
"2025-08-22T02:05:00.000Z","8.31","1756.614"
"2025-08-22T02:10:00.000Z","8.372","1756.616"
"2025-08-22T02:15:00.000Z","8.31","1756.614"
"2025-08-22T02:20:00.000Z","8.31","1756.614"
"2025-08-22T02:25:00.000Z","8.249","1756.612"
"2025-08-22T02:30:00.000Z","8.219","1756.611"
"2025-08-22T02:35:00.000Z","8.31","1756.614"
"2025-08-22T02:40:00.000Z","8.341","1756.615"
"2025-08-22T02:45:00.000Z","8.28","1756.613"
"2025-08-22T02:50:00.000Z","8.249","1756.612"
"2025-08-22T02:55:00.000Z","8.188","1756.61"
"2025-08-22T03:00:00.000Z","8.219","1756.611"
"2025-08-22T03:05:00.000Z","8.219","1756.611"
"2025-08-22T03:10:00.000Z","8.188","1756.61"
"2025-08-22T03:15:00.000Z","8.219","1756.611"
"2025-08-22T03:20:00.000Z","8.28","1756.613"
"2025-08-22T03:25:00.000Z","8.28","1756.613"
"2025-08-22T03:30:00.000Z","8.249","1756.612"
"2025-08-22T03:35:00.000Z","8.188","1756.61"
"2025-08-22T03:40:00.000Z","8.188","1756.61"
"2025-08-22T03:45:00.000Z","8.28","1756.613"
"2025-08-22T03:50:00.000Z","8.188","1756.61"
"2025-08-22T03:55:00.000Z","8.219","1756.611"
"2025-08-22T04:00:00.000Z","8.219","1756.611"
"2025-08-22T04:05:00.000Z","8.158","1756.609"
"2025-08-22T04:10:00.000Z","8.219","1756.611"
"2025-08-22T04:15:00.000Z","8.158","1756.609"
"2025-08-22T04:20:00.000Z","8.219","1756.611"
"2025-08-22T04:25:00.000Z","8.249","1756.612"
"2025-08-22T04:30:00.000Z","8.188","1756.61"
"2025-08-22T04:35:00.000Z","8.188","1756.61"
"2025-08-22T04:40:00.000Z","8.219","1756.611"
"2025-08-22T04:45:00.000Z","8.188","1756.61"
"2025-08-22T04:50:00.000Z","8.188","1756.61"
"2025-08-22T04:55:00.000Z","8.188","1756.61"
"2025-08-22T05:00:00.000Z","8.158","1756.609"
"2025-08-22T05:05:00.000Z","8.128","1756.608"
"2025-08-22T05:10:00.000Z","8.219","1756.611"
"2025-08-22T05:15:00.000Z","8.188","1756.61"
"2025-08-22T05:20:00.000Z","8.038","1756.605"
"2025-08-22T05:25:00.000Z","8.158","1756.609"
"2025-08-22T05:30:00.000Z","8.038","1756.605"
"2025-08-22T05:35:00.000Z","8.098","1756.607"
"2025-08-22T05:40:00.000Z","8.098","1756.607"
"2025-08-22T05:45:00.000Z","8.098","1756.607"
"2025-08-22T05:50:00.000Z","8.158","1756.609"
"2025-08-22T05:55:00.000Z","8.098","1756.607"
"2025-08-22T06:00:00.000Z","8.038","1756.605"
"2025-08-22T06:05:00.000Z","8.098","1756.607"
"2025-08-22T06:10:00.000Z","8.038","1756.605"
"2025-08-22T06:15:00.000Z","7.918","1756.601"
"2025-08-22T06:20:00.000Z","7.888","1756.6"
"2025-08-22T06:25:00.000Z","7.948","1756.602"
"2025-08-22T06:30:00.000Z","7.888","1756.6"
"2025-08-22T06:35:00.000Z","7.948","1756.602"
"2025-08-22T06:40:00.000Z","7.77","1756.596"
"2025-08-22T06:45:00.000Z","7.711","1756.594"
"2025-08-22T06:50:00.000Z","7.622","1756.591"
"2025-08-22T06:55:00.000Z","7.564","1756.589"
"2025-08-22T07:00:00.000Z","7.622","1756.591"
"2025-08-22T07:05:00.000Z","7.564","1756.589"
"2025-08-22T07:10:00.000Z","7.45","1756.585"
"2025-08-22T07:15:00.000Z","7.421","1756.584"
"2025-08-22T07:20:00.000Z","7.392","1756.583"
"2025-08-22T07:25:00.000Z","7.25","1756.578"
"2025-08-22T07:30:00.000Z","7.278","1756.579"
"2025-08-22T07:35:00.000Z","7.278","1756.579"
"2025-08-22T07:40:00.000Z","7.221","1756.577"
"2025-08-22T07:45:00.000Z","7.221","1756.577"
"2025-08-22T07:50:00.000Z","7.137","1756.574"
"2025-08-22T07:55:00.000Z","7.165","1756.575"
"2025-08-22T08:00:00.000Z","7.109","1756.573"
"2025-08-22T08:05:00.000Z","7.024","1756.57"
"2025-08-22T08:10:00.000Z","7.109","1756.573"
"2025-08-22T08:15:00.000Z","7.08","1756.572"
"2025-08-22T08:20:00.000Z","6.996","1756.569"
"2025-08-22T08:25:00.000Z","6.969","1756.568"
"2025-08-22T08:30:00.000Z","6.969","1756.568"
"2025-08-22T08:35:00.000Z","6.914","1756.566"
"2025-08-22T08:40:00.000Z","6.996","1756.569"
"2025-08-22T08:45:00.000Z","6.858","1756.564"
"2025-08-22T08:50:00.000Z","6.886","1756.565"
"2025-08-22T08:55:00.000Z","6.858","1756.564"
"2025-08-22T09:00:00.000Z","6.776","1756.561"
"2025-08-22T09:05:00.000Z","6.858","1756.564"
"2025-08-22T09:10:00.000Z","6.803","1756.562"
"2025-08-22T09:15:00.000Z","6.858","1756.564"
"2025-08-22T09:20:00.000Z","6.831","1756.563"
"2025-08-22T09:25:00.000Z","6.831","1756.563"
"2025-08-22T09:30:00.000Z","6.748","1756.56"
"2025-08-22T09:35:00.000Z","6.776","1756.561"
"2025-08-22T09:40:00.000Z","6.776","1756.561"
"2025-08-22T09:45:00.000Z","6.803","1756.562"
"2025-08-22T09:50:00.000Z","6.721","1756.559"
"2025-08-22T09:55:00.000Z","6.803","1756.562"
"2025-08-22T10:00:00.000Z","6.831","1756.563"
"2025-08-22T10:05:00.000Z","6.858","1756.564"
"2025-08-22T10:10:00.000Z","6.858","1756.564"
"2025-08-22T10:15:00.000Z","6.748","1756.56"
"2025-08-22T10:20:00.000Z","6.858","1756.564"
"2025-08-22T10:25:00.000Z","6.858","1756.564"
"2025-08-22T10:30:00.000Z","6.831","1756.563"
"2025-08-22T10:35:00.000Z","6.914","1756.566"
"2025-08-22T10:40:00.000Z","6.831","1756.563"
"2025-08-22T10:45:00.000Z","6.996","1756.569"
"2025-08-22T10:50:00.000Z","6.941","1756.567"
"2025-08-22T10:55:00.000Z","6.941","1756.567"
"2025-08-22T11:00:00.000Z","7.024","1756.57"
"2025-08-22T11:05:00.000Z","7.109","1756.573"
"2025-08-22T11:10:00.000Z","7.109","1756.573"
"2025-08-22T11:15:00.000Z","7.137","1756.574"
"2025-08-22T11:20:00.000Z","7.306","1756.58"
"2025-08-22T11:25:00.000Z","7.306","1756.58"
"2025-08-22T11:30:00.000Z","7.392","1756.583"
"2025-08-22T11:35:00.000Z","7.536","1756.588"
"2025-08-22T11:40:00.000Z","7.593","1756.59"
"2025-08-22T11:45:00.000Z","7.652","1756.592"
"2025-08-22T11:50:00.000Z","7.888","1756.6"
"2025-08-22T11:55:00.000Z","7.888","1756.6"
"2025-08-22T12:00:00.000Z","8.008","1756.604"
"2025-08-22T12:05:00.000Z","8.068","1756.606"
"2025-08-22T12:10:00.000Z","8.038","1756.605"
"2025-08-22T12:15:00.000Z","8.098","1756.607"
"2025-08-22T12:20:00.000Z","8.098","1756.607"
"2025-08-22T12:25:00.000Z","8.128","1756.608"
"2025-08-22T12:30:00.000Z","8.249","1756.612"
"2025-08-22T12:35:00.000Z","8.28","1756.613"
"2025-08-22T12:40:00.000Z","8.249","1756.612"
"2025-08-22T12:45:00.000Z","8.28","1756.613"
"2025-08-22T12:50:00.000Z","8.28","1756.613"
"2025-08-22T12:55:00.000Z","8.31","1756.614"
"2025-08-22T13:00:00.000Z","8.463","1756.619"
"2025-08-22T13:05:00.000Z","8.494","1756.62"
"2025-08-22T13:10:00.000Z","8.463","1756.619"
"2025-08-22T13:15:00.000Z","8.557","1756.622"
"2025-08-22T13:20:00.000Z","8.557","1756.622"
"2025-08-22T13:25:00.000Z","8.65","1756.625"
"2025-08-22T13:30:00.000Z","8.776","1756.629"
"2025-08-22T13:35:00.000Z","8.744","1756.628"
"2025-08-22T13:40:00.000Z","8.713","1756.627"
"2025-08-22T13:45:00.000Z","8.871","1756.632"
"2025-08-22T13:50:00.000Z","8.998","1756.636"
"2025-08-22T13:55:00.000Z","8.935","1756.634"
"2025-08-22T14:00:00.000Z","8.871","1756.632"
"2025-08-22T14:05:00.000Z","8.998","1756.636"
"2025-08-22T14:10:00.000Z","8.966","1756.635"
"2025-08-22T14:15:00.000Z","9.062","1756.638"
"2025-08-22T14:20:00.000Z","9.062","1756.638"
"2025-08-22T14:25:00.000Z","8.998","1756.636"
"2025-08-22T14:30:00.000Z","9.062","1756.638"
"2025-08-22T14:35:00.000Z","9.062","1756.638"
"2025-08-22T14:40:00.000Z","9.126","1756.64"
"2025-08-22T14:45:00.000Z","9.224","1756.643"
"2025-08-22T14:50:00.000Z","9.191","1756.642"
"2025-08-22T14:55:00.000Z","9.224","1756.643"
"2025-08-22T15:00:00.000Z","9.224","1756.643"
"2025-08-22T15:05:00.000Z","9.289","1756.645"
"2025-08-22T15:10:00.000Z","9.354","1756.647"
"2025-08-22T15:15:00.000Z","9.419","1756.649"
"2025-08-22T15:20:00.000Z","9.387","1756.648"
"2025-08-22T15:25:00.000Z","9.387","1756.648"
"2025-08-22T15:30:00.000Z","9.452","1756.65"
"2025-08-22T15:35:00.000Z","9.452","1756.65"
"2025-08-22T15:40:00.000Z","9.485","1756.651"
"2025-08-22T15:45:00.000Z","9.585","1756.654"
"2025-08-22T15:50:00.000Z","9.518","1756.652"
"2025-08-22T15:55:00.000Z","9.552","1756.653"
"2025-08-22T16:00:00.000Z","9.485","1756.651"
"2025-08-22T16:05:00.000Z","9.452","1756.65"
"2025-08-22T16:10:00.000Z","9.585","1756.654"
"2025-08-22T16:15:00.000Z","9.518","1756.652"
"2025-08-22T16:20:00.000Z","9.518","1756.652"
"2025-08-22T16:25:00.000Z","9.552","1756.653"
"2025-08-22T16:30:00.000Z","9.518","1756.652"
"2025-08-22T16:35:00.000Z","9.618","1756.655"
"2025-08-22T16:40:00.000Z","9.585","1756.654"
"2025-08-22T16:45:00.000Z","9.518","1756.652"
"2025-08-22T16:50:00.000Z","9.387","1756.648"
"2025-08-22T16:55:00.000Z","9.322","1756.646"
"2025-08-22T17:00:00.000Z","9.387","1756.648"
"2025-08-22T17:05:00.000Z","9.256","1756.644"
"2025-08-22T17:10:00.000Z","9.224","1756.643"
"2025-08-22T17:15:00.000Z","9.322","1756.646"
"2025-08-22T17:20:00.000Z","9.256","1756.644"
"2025-08-22T17:25:00.000Z","9.224","1756.643"
"2025-08-22T17:30:00.000Z","9.224","1756.643"
"2025-08-22T17:35:00.000Z","9.159","1756.641"
"2025-08-22T17:40:00.000Z","9.159","1756.641"
"2025-08-22T17:45:00.000Z","9.256","1756.644"
"2025-08-22T17:50:00.000Z","9.094","1756.639"
"2025-08-22T17:55:00.000Z","9.126","1756.64"
"2025-08-22T18:00:00.000Z","8.998","1756.636"
"2025-08-22T18:05:00.000Z","9.062","1756.638"
"2025-08-22T18:10:00.000Z","9.094","1756.639"
"2025-08-22T18:15:00.000Z","8.966","1756.635"
"2025-08-22T18:20:00.000Z","9.03","1756.637"
"2025-08-22T18:25:00.000Z","8.998","1756.636"
"2025-08-22T18:30:00.000Z","8.966","1756.635"
"2025-08-22T18:35:00.000Z","8.998","1756.636"
"2025-08-22T18:40:00.000Z","8.903","1756.633"
"2025-08-22T18:45:00.000Z","8.871","1756.632"
"2025-08-22T18:50:00.000Z","8.871","1756.632"
"2025-08-22T18:55:00.000Z","8.839","1756.631"
"2025-08-22T19:00:00.000Z","8.776","1756.629"
"2025-08-22T19:05:00.000Z","8.871","1756.632"
"2025-08-22T19:10:00.000Z","8.776","1756.629"
"2025-08-22T19:15:00.000Z","8.65","1756.625"
"2025-08-22T19:20:00.000Z","8.588","1756.623"
"2025-08-22T19:25:00.000Z","8.682","1756.626"
"2025-08-22T19:30:00.000Z","8.588","1756.623"
"2025-08-22T19:35:00.000Z","8.463","1756.619"
"2025-08-22T19:40:00.000Z","8.525","1756.621"
"2025-08-22T19:45:00.000Z","8.463","1756.619"
"2025-08-22T19:50:00.000Z","8.372","1756.616"
"2025-08-22T19:55:00.000Z","8.433","1756.618"
"2025-08-22T20:00:00.000Z","8.372","1756.616"
"2025-08-22T20:05:00.000Z","8.31","1756.614"
"2025-08-22T20:10:00.000Z","8.28","1756.613"
"2025-08-22T20:15:00.000Z","8.28","1756.613"
"2025-08-22T20:20:00.000Z","8.249","1756.612"
"2025-08-22T20:25:00.000Z","8.249","1756.612"
"2025-08-22T20:30:00.000Z","8.219","1756.611"
"2025-08-22T20:35:00.000Z","8.31","1756.614"
"2025-08-22T20:40:00.000Z","8.28","1756.613"
"2025-08-22T20:45:00.000Z","8.249","1756.612"
"2025-08-22T20:50:00.000Z","8.249","1756.612"
"2025-08-22T20:55:00.000Z","8.158","1756.609"
"2025-08-22T21:00:00.000Z","8.128","1756.608"
"2025-08-22T21:05:00.000Z","7.978","1756.603"
"2025-08-22T21:10:00.000Z","8.008","1756.604"
"2025-08-22T21:15:00.000Z","7.858","1756.599"
"2025-08-22T21:20:00.000Z","7.829","1756.598"
"2025-08-22T21:25:00.000Z","7.711","1756.594"
"2025-08-22T21:30:00.000Z","7.681","1756.593"
"2025-08-22T21:35:00.000Z","7.622","1756.591"
"2025-08-22T21:40:00.000Z","7.421","1756.584"
"2025-08-22T21:45:00.000Z","7.392","1756.583"
"2025-08-22T21:50:00.000Z","7.278","1756.579"
"2025-08-22T21:55:00.000Z","7.221","1756.577"
"2025-08-22T22:00:00.000Z","7.137","1756.574"
"2025-08-22T22:05:00.000Z","7.052","1756.571"
"2025-08-22T22:10:00.000Z","6.969","1756.568"
"2025-08-22T22:15:00.000Z","7.024","1756.57"
"2025-08-22T22:20:00.000Z","6.886","1756.565"
"2025-08-22T22:25:00.000Z","6.941","1756.567"
"2025-08-22T22:30:00.000Z","6.858","1756.564"
"2025-08-22T22:35:00.000Z","6.721","1756.559"
"2025-08-22T22:40:00.000Z","6.721","1756.559"
"2025-08-22T22:45:00.000Z","6.667","1756.557"
"2025-08-22T22:50:00.000Z","6.587","1756.554"
"2025-08-22T22:55:00.000Z","6.613","1756.555"
"2025-08-22T23:00:00.000Z","6.453","1756.549"
"2025-08-22T23:05:00.000Z","6.321","1756.544"
"2025-08-22T23:10:00.000Z","6.321","1756.544"
"2025-08-22T23:15:00.000Z","6.242","1756.541"
"2025-08-22T23:20:00.000Z","6.139","1756.537"
"2025-08-22T23:25:00.000Z","6.062","1756.534"
"2025-08-22T23:30:00.000Z","5.959","1756.53"
"2025-08-22T23:35:00.000Z","5.834","1756.525"
"2025-08-22T23:40:00.000Z","5.758","1756.522"
"2025-08-22T23:45:00.000Z","5.659","1756.518"
"2025-08-22T23:50:00.000Z","5.56","1756.514"
"2025-08-22T23:55:00.000Z","5.511","1756.512"
"2025-08-23T00:00:00.000Z","5.414","1756.508"
"2025-08-23T00:05:00.000Z","5.343","1756.505"
"2025-08-23T00:10:00.000Z","5.247","1756.501"
"2025-08-23T00:15:00.000Z","5.223","1756.5"
"2025-08-23T00:20:00.000Z","5.083","1756.494"
"2025-08-23T00:25:00.000Z","5.013","1756.491"
"2025-08-23T00:30:00.000Z","4.967","1756.489"
"2025-08-23T00:35:00.000Z","4.876","1756.485"
"2025-08-23T00:40:00.000Z","4.763","1756.48"
"2025-08-23T00:45:00.000Z","4.741","1756.479"
"2025-08-23T00:50:00.000Z","4.158","1756.452"
"2025-08-23T00:55:00.000Z","3.849","1756.437"
"2025-08-23T01:00:00.000Z","3.707","1756.43"
"2025-08-23T01:05:00.000Z","3.707","1756.43"
"2025-08-23T01:10:00.000Z","3.849","1756.437"
"2025-08-23T01:15:00.000Z","4.284","1756.458"
"2025-08-23T01:20:00.000Z","4.39","1756.463"
"2025-08-23T01:25:00.000Z","4.39","1756.463"
"2025-08-23T01:30:00.000Z","4.326","1756.46"
"2025-08-23T01:35:00.000Z","4.284","1756.458"
"2025-08-23T01:40:00.000Z","4.242","1756.456"
"2025-08-23T01:45:00.000Z","4.242","1756.456"
"2025-08-23T01:50:00.000Z","4.221","1756.455"
"2025-08-23T01:55:00.000Z","4.158","1756.452"
"2025-08-23T02:00:00.000Z","4.116","1756.45"
"2025-08-23T02:05:00.000Z","4.075","1756.448"
"2025-08-23T02:10:00.000Z","4.075","1756.448"
"2025-08-23T02:15:00.000Z","4.075","1756.448"
"2025-08-23T02:20:00.000Z","4.034","1756.446"
"2025-08-23T02:25:00.000Z","4.054","1756.447"
"2025-08-23T02:30:00.000Z","4.034","1756.446"
"2025-08-23T02:35:00.000Z","4.034","1756.446"
"2025-08-23T02:40:00.000Z","3.992","1756.444"
"2025-08-23T02:45:00.000Z","4.034","1756.446"
"2025-08-23T02:50:00.000Z","4.013","1756.445"
"2025-08-23T02:55:00.000Z","3.992","1756.444"
"2025-08-23T03:00:00.000Z","3.972","1756.443"
"2025-08-23T03:05:00.000Z","3.931","1756.441"
"2025-08-23T03:10:00.000Z","3.992","1756.444"
"2025-08-23T03:15:00.000Z","3.972","1756.443"
"2025-08-23T03:20:00.000Z","3.972","1756.443"
"2025-08-23T03:25:00.000Z","3.91","1756.44"
"2025-08-23T03:30:00.000Z","3.91","1756.44"
"2025-08-23T03:35:00.000Z","3.667","1756.428"
"2025-08-23T03:40:00.000Z","3.447","1756.417"
"2025-08-23T03:45:00.000Z","3.707","1756.43"
"2025-08-23T03:50:00.000Z","3.727","1756.431"
"2025-08-23T03:55:00.000Z","3.788","1756.434"
"2025-08-23T04:00:00.000Z","3.768","1756.433"
"2025-08-23T04:05:00.000Z","3.707","1756.43"
"2025-08-23T04:10:00.000Z","3.667","1756.428"
"2025-08-23T04:15:00.000Z","3.647","1756.427"
"2025-08-23T04:20:00.000Z","3.667","1756.428"
"2025-08-23T04:25:00.000Z","3.667","1756.428"
"2025-08-23T04:30:00.000Z","3.647","1756.427"
"2025-08-23T04:35:00.000Z","3.607","1756.425"
"2025-08-23T04:40:00.000Z","3.607","1756.425"
"2025-08-23T04:45:00.000Z","3.607","1756.425"
"2025-08-23T04:50:00.000Z","3.566","1756.423"
"2025-08-23T04:55:00.000Z","3.586","1756.424"
"2025-08-23T05:00:00.000Z","3.526","1756.421"
"2025-08-23T05:05:00.000Z","3.526","1756.421"
"2025-08-23T05:10:00.000Z","3.506","1756.42"
"2025-08-23T05:15:00.000Z","3.466","1756.418"
"2025-08-23T05:20:00.000Z","3.486","1756.419"
"2025-08-23T05:25:00.000Z","3.447","1756.417"
"2025-08-23T05:30:00.000Z","3.447","1756.417"
"2025-08-23T05:35:00.000Z","3.427","1756.416"
"2025-08-23T05:40:00.000Z","3.367","1756.413"
"2025-08-23T05:45:00.000Z","3.367","1756.413"
"2025-08-23T05:50:00.000Z","3.387","1756.414"
"2025-08-23T05:55:00.000Z","3.348","1756.412"
"2025-08-23T06:00:00.000Z","3.328","1756.411"
"2025-08-23T06:05:00.000Z","3.348","1756.412"
"2025-08-23T06:10:00.000Z","3.328","1756.411"
"2025-08-23T06:15:00.000Z","3.308","1756.41"
"2025-08-23T06:20:00.000Z","3.288","1756.409"
"2025-08-23T06:25:00.000Z","3.249","1756.407"
"2025-08-23T06:30:00.000Z","3.249","1756.407"
"2025-08-23T06:35:00.000Z","3.288","1756.409"
"2025-08-23T06:40:00.000Z","3.288","1756.409"
"2025-08-23T06:45:00.000Z","3.191","1756.404"
"2025-08-23T06:50:00.000Z","3.21","1756.405"
"2025-08-23T06:55:00.000Z","3.23","1756.406"
"2025-08-23T07:00:00.000Z","3.191","1756.404"
"2025-08-23T07:05:00.000Z","3.269","1756.408"
"2025-08-23T07:10:00.000Z","3.23","1756.406"
"2025-08-23T07:15:00.000Z","3.23","1756.406"
"2025-08-23T07:20:00.000Z","3.249","1756.407"
"2025-08-23T07:25:00.000Z","3.288","1756.409"
"2025-08-23T07:30:00.000Z","3.288","1756.409"
"2025-08-23T07:35:00.000Z","3.269","1756.408"
"2025-08-23T07:40:00.000Z","3.288","1756.409"
"2025-08-23T07:45:00.000Z","3.308","1756.41"
"2025-08-23T07:50:00.000Z","3.269","1756.408"
"2025-08-23T07:55:00.000Z","3.269","1756.408"
"2025-08-23T08:00:00.000Z","3.308","1756.41"
"2025-08-23T08:05:00.000Z","3.269","1756.408"
"2025-08-23T08:10:00.000Z","3.23","1756.406"
"2025-08-23T08:15:00.000Z","3.249","1756.407"
"2025-08-23T08:20:00.000Z","3.269","1756.408"
"2025-08-23T08:25:00.000Z","3.21","1756.405"
"2025-08-23T08:30:00.000Z","3.249","1756.407"
"2025-08-23T08:35:00.000Z","3.23","1756.406"
"2025-08-23T08:40:00.000Z","3.249","1756.407"
"2025-08-23T08:45:00.000Z","3.249","1756.407"
"2025-08-23T08:50:00.000Z","3.23","1756.406"
"2025-08-23T08:55:00.000Z","3.269","1756.408"
"2025-08-23T09:00:00.000Z","3.269","1756.408"
"2025-08-23T09:05:00.000Z","3.269","1756.408"
"2025-08-23T09:10:00.000Z","3.269","1756.408"
"2025-08-23T09:15:00.000Z","3.269","1756.408"
"2025-08-23T09:20:00.000Z","3.308","1756.41"
"2025-08-23T09:25:00.000Z","3.269","1756.408"
"2025-08-23T09:30:00.000Z","3.308","1756.41"
"2025-08-23T09:35:00.000Z","3.269","1756.408"
"2025-08-23T09:40:00.000Z","3.269","1756.408"
"2025-08-23T09:45:00.000Z","3.269","1756.408"
